Date,Close/Last,Volume,Open,High,Low
04/19/2021,$187.06,5334947,$190.345,$191.1,$186.72
04/16/2021,$191.93,5792918,$193.66,$194.78,$191.64
04/15/2021,$193.17,4471900,$191.93,$193.53,$190.82
04/14/2021,$190.33,3555152,$190.46,$191.5,$189.01
04/13/2021,$191.24,4009373,$192.14,$193,$189.76
04/12/2021,$192.43,4505091,$192.641,$194.72,$191.34
04/09/2021,$195.43,3127318,$193.31,$195.56,$192.74
04/08/2021,$195.2,3157403,$196.09,$196.09,$193.35
04/07/2021,$193.09,3678962,$194.46,$194.4899,$191.51
04/06/2021,$194.59,3506904,$194.22,$196.84,$193.04
04/05/2021,$196.93,4323937,$194,$197.58,$193.63
04/01/2021,$192.06,4581397,$191.11,$192.54,$190.02
03/31/2021,$188.99,5427730,$187.6,$190.45,$186.53
03/30/2021,$185.94,4458700,$188.51,$188.51,$184.62
03/29/2021,$186.18,4983805,$184.85,$187.7,$183.74
03/26/2021,$188.2,6363526,$177.76,$188.87,$177.0104
03/25/2021,$178.49,4878534,$177.53,$179.45,$173.75
03/24/2021,$178.9,5056100,$179.99,$182.69,$178.78
03/23/2021,$178.78,4688580,$181.91,$182.57,$177.71
03/22/2021,$180.1,4476247,$178.29,$181.69,$177.75
03/19/2021,$175.98,8447253,$175.69,$178.0499,$172.45
03/18/2021,$174.36,4214415,$176.16,$179.77,$174.24
03/17/2021,$179.35,4004804,$175.44,$180.18,$174.42
03/16/2021,$177.14,4132604,$176.25,$178.81,$175.83
03/15/2021,$174.91,3876751,$173.47,$175.09,$171.76
03/12/2021,$173.57,3514616,$173.02,$174.1,$170.745
03/11/2021,$174.95,5002903,$172.51,$175.6,$172.47
03/10/2021,$169.42,4270661,$171.65,$173,$169.31
03/09/2021,$170.36,7610263,$167.17,$171.85,$166.29
03/08/2021,$162.11,6065421,$166.39,$168.27,$161.77
03/05/2021,$167.94,5681162,$167.538,$168.83,$162.03
03/04/2021,$163.25,8318914,$170.495,$170.85,$161.67
03/03/2021,$170.59,4715866,$174.09,$175.62,$170.36
03/02/2021,$174.89,5401784,$177.57,$177.66,$174.15
03/01/2021,$177.67,4771643,$174.5,$177.86,$173.09
02/26/2021,$172.27,6060667,$173.28,$173.85,$169.13
02/25/2021,$170.53,6099645,$178.5,$178.5,$170.06
02/24/2021,$179.39,5100507,$171.63,$179.77,$170.57
02/23/2021,$172.85,6514423,$174.17,$174.4364,$168.51
02/22/2021,$173.09,4386895,$176,$176.92,$172.68
02/19/2021,$178.35,4248489,$177.86,$179.57,$176.64
02/18/2021,$176.51,4195117,$177.43,$177.52,$174.2
02/17/2021,$178.53,4315389,$178.32,$180.21,$176.36
02/16/2021,$180.76,3887591,$180,$181.8,$178.835
02/12/2021,$179.64,2532565,$178,$179.9,$177.33
02/11/2021,$179.22,4775984,$176,$179.65,$175.44
02/10/2021,$174.36,3414929,$175.2,$176.14,$172.62
02/09/2021,$173.69,2777653,$174.495,$175.22,$173.3322
02/08/2021,$175.12,4597562,$171.34,$175.39,$170.84
02/05/2021,$169.93,4045138,$172.8,$173.18,$168.06
02/04/2021,$172,3519812,$169.96,$172.12,$168.0571
02/03/2021,$168.58,5019216,$174.7837,$175.2625,$168.5
02/02/2021,$174.75,4861179,$173.05,$175.7,$172.01
02/01/2021,$172.46,5715619,$167.36,$173,$167.02
